text,speaker,season,episode,scene,utterance,emotion
"And I gotta pay rent! Look, how-how about this? You don't fire me, instead I stay here, I gain their trust, and they'll start listening to all the nice things I've been saying about you.",Joey Tribbiani,4,10,9,5,Scared
What kinda things have you been saying?,Monica Geller,4,10,9,6,Neutral
"Well nothing yet, they really hate you and I want to fit in.",Joey Tribbiani,4,10,9,7,Neutral
"Happy, happy Chanukah, Chandler and Monica. Very merry...",Phoebe Buffay,4,10,10,2,Joyful
"Oh, y'know, y'know what Pheebs?",Chandler Bing,4,10,10,3,Neutral
What?,Phoebe Buffay,4,10,10,4,Neutral
"I'm not Jewish, so...",Chandler Bing,4,10,10,5,Neutral
"So! Ross doesn't really decorate his tree with floss, but you don't hear him complaining do you? God!",Phoebe Buffay,4,10,10,6,Neutral
Bad dream?,Chandler Bing,4,10,10,7,Neutral
I wasn't sleeping.,Ross Geller,4,10,10,8,Neutral
"Oh yeah, then uh, what was Phoebe's song about?",Chandler Bing,4,10,10,9,Neutral
"The one with the cat. I gotta go, I've got another date.",Ross Geller,4,10,10,10,Neutral
"So, did you pick one yet?",Phoebe Buffay,4,10,10,11,Neutral
"No, it turns out that the one from uptown was making a joke. But it was a different joke than I thought-it wasn't that funny. So I'm still torn.",Ross Geller,4,10,10,12,Neutral
"Well look, you don't really like the one from uptown and you're too exhausted from dating the one up in Poughkeepsie, so I say you just end them both. Okay? You take a train up to Poughkeepsie and break up with her, and on your way back you break up with uptown. And then by the time you get home tonight, you're done!",Phoebe Buffay,4,10,10,13,Neutral
"Y'know, you're right. Thank you.",Ross Geller,4,10,10,14,Neutral
"Umm, well I had a similar problem when I lived in Prague.",Phoebe Buffay,4,10,10,15,Neutral
Prague?,Chandler Bing,4,10,10,16,Neutral
There's sooo much you don't know.,Phoebe Buffay,4,10,10,17,Neutral
"Chandler! Patrick just uh, ended things with me. Did you or did you not tell him that I was looking for a serious relationship?",Rachel Green,4,10,11,2,Neutral
I did! I absolutely did!,Chandler Bing,4,10,11,3,Scared
You idiot!!,Rachel Green,4,10,11,4,Mad
"I'm sure you're right, but why?",Chandler Bing,4,10,11,5,Scared
You don't tell a guy that you're looking for a serious relationship! You don't tell the guy that! Now you scared him away!,Rachel Green,4,10,11,6,Mad
"Oh, man. I'm sorry, I'm so-so sorry.",Chandler Bing,4,10,11,7,Sad
"Y'know, you should never be allowed to talk to people!",Rachel Green,4,10,11,8,Mad
I know! I know!,Chandler Bing,4,10,11,9,Sad
"Oh! See just I'm right back where I started! Aww, this sucks! Being alone, sucks!",Rachel Green,4,10,11,10,Mad
"Well, y'know, you're-you're gonna meet somebody! You're a great catch! Y'know when I was telling all those guys about you, I didn't have to lie once.",Chandler Bing,4,10,11,11,Powerful
Really?,Rachel Green,4,10,11,12,Joyful
"Yeah! You graduated Magma Ku Laude, right?",Chandler Bing,4,10,11,13,Neutral
No.,Rachel Green,4,10,11,14,Neutral
"Oh, it doesn't matter. Hey, y'know what, I've got two tickets to tonight's Rangers game, you wanna come with me?",Chandler Bing,4,10,11,15,Peaceful
Cute guys in little shorts? Sure.,Rachel Green,4,10,11,16,Joyful
"Well, actually it's a hockey team, so it's angry Canadians with no teeth.",Chandler Bing,4,10,11,17,Joyful
Well that sounds fun too.,Rachel Green,4,10,11,18,Joyful
Have you ever been with a woman?,Chandler Bing,4,10,11,20,Peaceful
"What?! Chandler, what is the matter with you?!",Rachel Green,4,10,11,21,Mad
So there is no good time to ask that question.,Chandler Bing,4,10,11,22,Scared
I need more swordfish. Can you get me some more swordfish?,Monica Geller,4,10,13,2,Powerful
I don't speak English.,Kitchen Worker,4,10,13,3,Mad
You did a minute ago!,Monica Geller,4,10,13,4,Powerful
"Well, I don't know what to tell ya!",Kitchen Worker,4,10,13,5,Mad
Fine!,Monica Geller,4,10,13,6,Mad
"Okay! Very funny! Somebody let me out please?! Come on, I'm cold! And covered in marinara sauce! Come on! Let me out!",Monica Geller,4,10,13,8,Mad
"You found that handle, did ya?",The Waiter,4,10,13,9,Powerful
That's not funny.,Monica Geller,4,10,13,10,Mad
Well that's not true.,The Waiter,4,10,13,11,Powerful
"I'm a good person. And I'm a good chef, and I don't deserve to have marinara sauce all over me! Y'know what, if you want me to quit this bad, then all you have to do is...",Monica Geller,4,10,13,12,Scared
Hey! Chef Geller! Y'know that little speech you made the other day? Well I got a problem with it!,Joey Tribbiani,4,10,13,13,Powerful
You do?,Monica Geller,4,10,13,14,Mad
"You bet I do! I just ah, wasn't listening then, that's all.",Joey Tribbiani,4,10,13,15,Powerful
Well if you want a problem? I'll give you a problem!,Monica Geller,4,10,13,16,Powerful
What are you gonna do? You're gonna fire me?,Joey Tribbiani,4,10,13,17,Scared
You bet your ass I'm gonna fire you! Get out of my kitchen! Get out!! All right! Anybody else got a problem? How 'bout you Chuckles? You think this is funny now?,Monica Geller,4,10,13,18,Mad
No.,The Waiter,4,10,13,19,Scared
How about if I dance around all covered in sauce? Huh? You think it's funny now?,Monica Geller,4,10,13,20,Mad
"No, it's really good.",The Waiter,4,10,13,21,Joyful
"Good! Now, take those salads to table 4, And you! Get the swordfish! And you! Get a haircut!",Monica Geller,4,10,13,22,Powerful
"Last stop, Montreal. This stop is Montreal.",The Conductor,4,10,14,2,Neutral
What?,Ross Geller,4,10,14,3,Neutral
"I made a bet with myself that you have beautiful eyes. Now that I see them, I win.",Woman On Train,4,10,14,4,Joyful
What?,Ross Geller,4,10,14,5,Neutral
We're at my stop. But would you like to have coffee?,Woman On Train,4,10,14,6,Joyful
Are we really in Montreal?!,Ross Geller,4,10,14,7,Joyful
"Yes we are. So, coffee?",Woman On Train,4,10,14,8,Joyful
"Coffee sounds great. Wait, so, so you live in Montreal?",Ross Geller,4,10,14,9,Joyful
"Oh, no. But it's just a two hour ferry ride to Nova Scotia.",Woman On Train,4,10,14,10,Neutral
Well I guess I should've thought about my wife and kids before I talked back to chef Geller!,Joey Tribbiani,4,10,15,2,Neutral
Thanks.,Monica Geller,4,10,15,3,Neutral
Yep! Looks like it's gonna be a leeeeean Christmas at the Dragon house this year.,Joey Tribbiani,4,10,15,4,Joyful
Enough!,Monica Geller,4,10,15,5,Mad
Lean-lean-lean!,Joey Tribbiani,4,10,15,6,Sad
Oh my God! I can't believe my little brother is married!,Phoebe Buffay,4,11,1,2,Powerful
Oh I know!!,Frank Buffay Jr.,4,11,1,3,Joyful
"You guys, why didn't you tell me you were eloping?",Phoebe Buffay,4,11,1,4,Scared
"'Cause it just sorta happened, y'know we were at the courthouse, we were having lunch...",Frank Buffay Jr.,4,11,1,5,Sad
"Wait, wait, why were you at the courthouse?",Phoebe Buffay,4,11,1,6,Scared
"We were having lunch. Yeah and then all of the sudden we were like, ""Hey! Y'know, we're here, having lunch let's get married!",Frank Buffay Jr.,4,11,1,7,Joyful
"Wow, a year and a half ago I didn't even know I had a brother, and now I have a sister too. Okay. Okay. Stop it, don't. So, I gotta get you a gift now. Is there anything you need?",Phoebe Buffay,4,11,1,8,Joyful
"Uhh, yeah.",Frank Buffay Jr.,4,11,1,9,Neutral
"We've been trying to get pregnant, uh pretty much ever since we got engaged, we thought we'd get a jump on things, y'know no one's getting any younger.",Alice Knight,4,11,1,10,Joyful
"See the thing is umm, we're not able to y'know, uh, conceive.",Frank Buffay Jr.,4,11,1,11,Neutral
"And we've tried everything, we've seen a bunch of doctors.",Alice Knight,4,11,1,12,Neutral
"Yeah, and they-and they say that our-that our only chance to have a baby is that if they take my sperm, her egg and put it together in a dish and then put it into another girl. So we were wondering if you could be the girl that we could put it into.",Frank Buffay Jr.,4,11,1,13,Powerful
That's a really nice gift. I was thinking of like a gravy boat.,Phoebe Buffay,4,11,1,14,Joyful
It's open! Come in!,Phoebe Abbott,4,11,5,2,Peaceful
Hi!,Phoebe Buffay,4,11,5,3,Neutral
Hi!,Phoebe Abbott,4,11,5,4,Joyful
"I'm sorry, I'm late.",Phoebe Buffay,4,11,5,5,Scared
"Oh, that's okay, it gave me time to finish glazing my nipples.",Phoebe Abbott,4,11,5,6,Joyful
Wow! You really go all out when you're expecting company.,Phoebe Buffay,4,11,5,7,Scared
"No, I was working on my pottery.",Phoebe Abbott,4,11,5,8,Joyful
"Oh! Ooh! Oh, I didn't know that you did...pot.",Phoebe Buffay,4,11,5,9,Scared
"Well, yeah, mostly nudes. It combines my two passions, pottery and erotica.",Phoebe Abbott,4,11,5,10,Powerful
"Ooh, erotiery!",Phoebe Buffay,4,11,5,11,Scared
Hey! Okay! Well thanks for coming out to see me. I just-I just thought it would be a very good idea to talk about this baby stuff in person. Y'know...,Phoebe Abbott,4,11,5,12,Scared
Okay.,Phoebe Buffay,4,11,5,13,Peaceful
"I really don't think it's a very good idea, Phoebe.",Phoebe Abbott,4,11,5,14,Scared
Why not?,Phoebe Buffay,4,11,5,15,Scared
"Well, because you'd be giving up a baby, and I-I really don't-I don't know if there's anything I can say that could make you understand the pain of giving up a baby. So, umm,",Phoebe Abbott,4,11,5,16,Scared
Oh no! No-no! I understand the pain! Don't-don't hurt the puppy.,Phoebe Buffay,4,11,5,17,Scared
"No-no-no, the-the puppy's yours.",Phoebe Abbott,4,11,5,18,Scared
"Oh, I get a puppy!!",Phoebe Buffay,4,11,5,19,Joyful
"Well, yeah! I mean yeah, but only for three days.",Phoebe Abbott,4,11,5,20,Joyful
Why?,Phoebe Buffay,4,11,5,21,Scared
"I realise I don't have any right to start get all parenty on you and everything now, but umm, uhh... Phoebe, would you please look at me and not the puppy, it's very important.",Phoebe Abbott,4,11,5,22,Joyful
Okay.,Phoebe Buffay,4,11,5,23,Peaceful
"I mean, I know what I'm talking about. I gave up two babies, and I only wish I had someone there that had given up babies, that could tell me how terrible it is to give up babies. I just think that, it would be something you will regret every single day for the rest of your life. So, how ever hard it is to give up this puppy, it would be like a million times harder to give up a child. I really shouldn't have given you the puppy first.",Phoebe Abbott,4,11,5,24,Powerful
"All right, I'm sorry.",Phoebe Buffay,4,11,5,25,Sad
"Uhh, do you mind sitting there. I'm-I'm saving this for my friend Ross.",Joey Tribbiani,4,11,6,2,Neutral
You mean Dr. Geller?,Tour Guide,4,11,6,3,Neutral
Doctor? Wow! I didn't know he had a nickname.,Joey Tribbiani,4,11,6,4,Powerful
"Oh, he won't sit here. Only the people in the white coats sit over there, and only the people in the blue blazers sit here.",Tour Guide,4,11,6,5,Peaceful
"Well, how-how come?",Joey Tribbiani,4,11,6,6,Powerful
That's just the way it is.,Tour Guide,4,11,6,7,Joyful
That's crazy.,Joey Tribbiani,4,11,6,8,Joyful
"Maybe it's crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now. See that scientist in the classes, he and I used to play together all the time in grade school, but now... Peter! Hey, Peter! It's me Rhonda! From PS-129! I shared my puddin' which you man! I gave you my Snack Pack! See, he pretend he don't even here me!",Tour Guide,4,11,6,9,Joyful
"I-I think everybody's pretending they don't hear you. Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he will sit in it! Ross! Ross! Over here, man! I-I saved you seat.",Joey Tribbiani,4,11,6,10,Peaceful
"That's okay, I'm cool over here. I'll catch up with you later, Joey.",Ross Geller,4,11,6,11,Peaceful
"Op, this is saved. Gift shop.",Tour Guide,4,11,6,13,Joyful
"Hey, uh, I'm really, really sorry about what happened in the cafeteria today.",Ross Geller,4,11,7,2,Sad
"It's no big deal. Hey, y'know, you do what you gotta do. Right?",Joey Tribbiani,4,11,7,3,Powerful
"But hey, it's not just me, I mean the scientists and the tour guides never sit together.",Ross Geller,4,11,7,4,Neutral
Whatever.,Joey Tribbiani,4,11,7,5,Mad
"It's like that everywhere, Joey! Okay, Mon, back me up here. Where you work the uh, waiters eat with the waiters, right? And the chefs eat with the other chefs, right?",Ross Geller,4,11,7,6,Joyful
I eat by myself in the alley because everybody hates me.,Monica Geller,4,11,7,7,Sad
"Look, Ross, really it's-it's no big deal. Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it. Y'know, hey I understand. Y'know? Hey, when I'm in a play and you're in the audience, I don't talk to you, right? So it's y'know, it's uh, it's cool. I'll see you tomorrow.",Joey Tribbiani,4,11,7,8,Peaceful
"Yeah, when we're in the audience he doesn't talk to us, but he does wave.",Rachel Green,4,11,7,9,Sad
"Dr. Geller, there's a seat over here.",Older Scientist,4,11,9,2,Scared
"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle. I'm having lunch right here, with my good friend Joey, if he'll sit with me.",Ross Geller,4,11,9,3,Joyful
I will sit with you Dr. Geller.,Joey Tribbiani,4,11,9,4,Powerful
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch. Now, I look around this cafeteria, and y'know what I see, I see-I see division. Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!"" Now, I say we shed these-these coats that separate us, and we get to know the people underneath. I'm Ross! I'm divorced, and I have a kid!",Ross Geller,4,11,9,5,Powerful
I'm Joey! I'm an actor! I don't know squat about dinosaurs!,Joey Tribbiani,4,11,9,6,Powerful
"I'm Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,4,11,9,7,Peaceful
"All right, there you go!",Ross Geller,4,11,9,8,Peaceful
"Yeah, you hang in there Teddy!",Joey Tribbiani,4,11,9,9,Joyful
"I'm Andrew, and I didn't pay for this pear.",Older Scientist,4,11,9,10,Powerful
"Okay, good-good for you.",Ross Geller,4,11,9,11,Mad
"I'm Rhonda, and these aren't real!",Tour Guide,4,11,9,12,Peaceful
"Wow, Rhonda.",Ross Geller,4,11,9,13,Sad
I'm Scott.,Another Scientist,4,11,9,14,Powerful
"Yeah, okay, Scott!",Ross Geller,4,11,9,15,Peaceful
And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,4,11,9,16,Scared
Would you ever be a surrogate for anyone?,Monica Geller,4,11,11,2,Neutral
It depends on who asked.,Rachel Green,4,11,11,3,Neutral
What if I asked?,Monica Geller,4,11,11,4,Neutral
"Oh, Mon, sure.",Rachel Green,4,11,11,5,Powerful
Really?,Monica Geller,4,11,11,6,Scared
Yes. You're not asking are you?,Rachel Green,4,11,11,7,Powerful
No.,Monica Geller,4,11,11,8,Neutral
Yes! Totally!,Rachel Green,4,11,11,9,Joyful
Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Kathy,4,11,11,11,Joyful
What the hell is that?!! What the hell is that? Is that you? Ohhhhhhh!,Rachel Green,4,12,1,2,Mad
"Boy, you are really not a morning person.",Monica Geller,4,12,1,3,Neutral
"BACK OFF!!! Get up! Get up! Get up! God damn it! Get up, get up, get up, get up, get up!!",Rachel Green,4,12,1,4,Mad
What is that noise?,Rachel Green,4,12,1,6,Neutral
You!,Chandler Bing,4,12,1,7,Neutral
It's the chick! She's...going through some changes.,Joey Tribbiani,4,12,1,8,Neutral
What kind of changes?,Monica Geller,4,12,1,9,Neutral
Well the vet seems to think that's she's becoming a rooster. We're getting a second opinion.,Chandler Bing,4,12,1,10,Neutral
It looks like your uterus is ready for implantation.,Dr. Zane,4,12,3,2,Powerful
Oh! I knew it! I knew it! I felt really thick this morning.,Phoebe Buffay,4,12,3,3,Joyful
"Well, okay, so what's now-go get, go get the eggs, put 'em in there.",Frank Buffay Jr.,4,12,3,4,Peaceful
"Okay, it'll take just a little while to prepare the embryos.",Dr. Zane,4,12,3,5,Powerful
"Embryossss? As in, ""More than one?""",Phoebe Buffay,4,12,3,6,Scared
"Um-hmm, five actually.",Dr. Zane,4,12,3,7,Powerful
"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",Phoebe Buffay,4,12,3,8,Scared
We do five because that gives you a 25% chance that at least one will attach.,Dr. Zane,4,12,3,9,Powerful
That's it! 25 percent? That means that's it's like 75 percent chance of no baby at all!,Phoebe Buffay,4,12,3,10,Scared
"Hey, y'know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Frank Buffay Jr.,4,12,3,11,Mad
"Sweety, now, she's a woman, not a gumball machine.",Alice Knight,4,12,3,12,Peaceful
"Okay, well y'know what, don't worry you guys, 'cause I'm-I'm gonna do this as many times as it takes to get it right.",Phoebe Buffay,4,12,3,13,Peaceful
"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",Frank Buffay Jr.,4,12,3,14,Peaceful
"Umm, it costs $16,000 each time you do this. So, umm, we're kinda using all the money we have to do it just this one time.",Alice Knight,4,12,3,15,Peaceful
"Whoa!! That-okay, that's a lot of pressure on me and my uterus. So, well okay, so is there-is maybe is there something that I can do y'know just to like help make sure I get pregnant?",Phoebe Buffay,4,12,3,16,Scared
