text,speaker,season,episode,scene,utterance
What?,Monica Geller,9,21,13,7
Apparently my sperm have low motility and you have an inhospitable environment.,Chandler Bing,9,21,13,8
Oh... what does that mean?,Monica Geller,9,21,13,9
It means that my guys won't get off their barcaloungers and you have a uterus that is prepared to kill the ones that do. It means...,Chandler Bing,9,21,13,10
Chandler?,Monica Geller,9,21,13,11
"It means that we can keep trying, but there's a good chance this may never happen for us.",Chandler Bing,9,21,13,12
Oh my God!,Monica Geller,9,21,13,13
I'm sorry.,Chandler Bing,9,21,13,14
I'm sorry too.,Monica Geller,9,21,13,15
"Well, we're gonna... we're gonna figure this out.",Chandler Bing,9,21,13,16
I know. Closing credits.,Monica Geller,9,21,13,17
[Scene: The Spa Reception. Phoebe walks in],Scene Directions,9,21,14,0
Good morning Phoebe.,Receptionist,9,21,14,1
Good morning receptionist.,Phoebe Buffay,9,21,14,2
Here's your schedule for the day. Your first client is in room No. 1.,Receptionist,9,21,14,3
"Rachel Green? Son of a bitch, she came back?",Phoebe Buffay,9,21,14,4
"Are you ready for your Scottish massage? Put your face in the hole, lassy.",Phoebe Buffay,9,21,14,5
[Scene: Central Perk. Everybody's sitting on the couch and Monica is eating a chunk of cake.],Scene Directions,10,10,1,0
Mmh... this cake is amazing!,Monica Geller,10,10,1,1
"My God, get a room!",Rachel Green,10,10,1,2
I would get a room with this cake. I think I could show this cake a good time!,Monica Geller,10,10,1,3
"If you had to, what would you give up, food or sex?",Phoebe Buffay,10,10,1,4
Sex!,Monica Geller,10,10,1,5
"Seriously, answer faster!",Chandler Bing,10,10,1,6
"Oh, I'm sorry honey, you know, but when she said ""sex"" I wasn't thinking about ""sex with you""!",Monica Geller,10,10,1,7
It's like a giant hug.,Chandler Bing,10,10,1,8
"Ross, how about you. What would you give up, sex or food?",Phoebe Buffay,10,10,1,9
Food.,Ross Geller,10,10,1,10
"Ok, how about... uhm... sex or dinosaurs?",Phoebe Buffay,10,10,1,11
Oh my God. It's like Sophie's Choice.,Ross Geller,10,10,1,12
"Oh God. What about you, Joe? What would you give up, sex or food?",Rachel Green,10,10,1,13
"Uhm... oh... I don't know, it's too hard.",Joey Tribbiani,10,10,1,14
"No, you gotta pick one!",Rachel Green,10,10,1,15
"Oh... food. No, sex. Food! Sex! Food! Se-I don't know! Good God, I don't know, I want girls on bread!",Joey Tribbiani,10,10,1,16
[Scene: Central Perk. Rachel and Phoebe are looking at some photos and they're sitting next to the window.],Scene Directions,10,10,2,0
You gotta see these latest pictures of Emma.,Rachel Green,10,10,2,1
"Oh, how cute!",Phoebe Buffay,10,10,2,2
Yeah.,Rachel Green,10,10,2,3
"Oh, she looks just like a little doll!",Phoebe Buffay,10,10,2,4
"Oh, no, no. That is a doll.",Rachel Green,10,10,2,5
"Oh, thank God, 'cause that thing's really creepy! Look, there's Chandler.",Phoebe Buffay,10,10,2,6
"Oh. Who is the blonde, she's pretty.",Rachel Green,10,10,2,7
OH! He's having an affair.,Phoebe Buffay,10,10,2,8
He's not having an affair!,Rachel Green,10,10,2,9
"You know, I'm always right about these things.",Phoebe Buffay,10,10,2,10
"No, you're not! Last week you thought Ross was trying to kill you!",Rachel Green,10,10,2,11
"Well, I'm sorry but it's hard to believe that anyone would tell a story that dull just to tell it! See, there's something going on with them. Look, he's getting into the car with her!",Phoebe Buffay,10,10,2,12
"Oh, that doesn't mean anything.",Rachel Green,10,10,2,13
"Oh yeah? Well, let's see. Ok, duck down.",Phoebe Buffay,10,10,2,14
Hello.,Chandler Bing,10,10,2,15
"Oh, hi Chandler. It's Phoebe. Uhm... I know that Monica is working today so... ...I was wondering if you want to come to the movies with me and Rachel.",Phoebe Buffay,10,10,2,16
"Oh, uhm... I have to work too. Yeah, I'm stuck at the office all day.",Chandler Bing,10,10,2,17
"Oh, well, it's a shame that you-that you miss the movie 'cause we were gonna see, you know, either ""Liar, Liar"" or ""Betrayal"", or... ""An Affair To Remember"".",Phoebe Buffay,10,10,2,18
Those are all really old!,Chandler Bing,10,10,2,19
"Ok, then maybe it'll be, uhm...",Phoebe Buffay,10,10,2,20
"""Dude, Where's My Car?""",Rachel Green,10,10,2,21
What?,Phoebe Buffay,10,10,2,22
They're in a caaar...,Rachel Green,10,10,2,23
"Okay, we-we'll talk to you later. Okay, bye.",Phoebe Buffay,10,10,2,24
Geez!,Rachel Green,10,10,2,25
Ok. Quick. We gotta find a cab and follow them.,Phoebe Buffay,10,10,2,26
"Oh, yeah, ok. Let me just grab my night vision goggles and my stun gun.",Rachel Green,10,10,2,27
I got them!,Phoebe Buffay,10,10,2,28
[Scene: Monica's apartment. Chandler enters the door.],Scene Directions,10,10,3,0
Hi!,Chandler Bing,10,10,3,1
Hey! You smell like perfume and cigarettes.,Monica Geller,10,10,3,2
I was in the car with Nancy all day.,Chandler Bing,10,10,3,3
Nancy doesn't smoke!,Monica Geller,10,10,3,4
"Well, at least the perfume is not mine, be thankful for that!",Chandler Bing,10,10,3,5
So? What do you think of the house?,Monica Geller,10,10,3,6
It's perfect. It's everything we've been looking for.,Chandler Bing,10,10,3,7
Isn't it? Then what about the amazing wainscotting and the crown molding and the dormer windows in the attic?,Monica Geller,10,10,3,8
And the wiggle wharms and the zip zorps? What were the things you said?,Chandler Bing,10,10,3,9
Don't you love the huge yard?,Monica Geller,10,10,3,10
And the fireplace in the bedroom.,Chandler Bing,10,10,3,11
"And Nancy said that it's really under price, because the guy lost his job and has to move in with his parents!",Monica Geller,10,10,3,12
This is bringing out a lovely color in you!,Chandler Bing,10,10,3,13
So? Do you think we should get it?,Monica Geller,10,10,3,14
I don't know. What do you think?,Chandler Bing,10,10,3,15
I think we should.,Monica Geller,10,10,3,16
I do too.,Chandler Bing,10,10,3,17
This is huge!,Monica Geller,10,10,3,18
I know.,Chandler Bing,10,10,3,19
"How bad you wanna smoke, right now.",Monica Geller,10,10,3,20
"I don't know what you mean, giant talking cigarette! Oh, by the way, Phoebe called just as I was getting into Nancy's car, so if she asks you, I was at work all day.",Chandler Bing,10,10,3,21
Gotcha. When do we tell them about this?,Monica Geller,10,10,3,22
"We don't. Not until it's a hundred percent. I mean, why upset everybody over nothing.",Chandler Bing,10,10,3,23
Okay. Right. Oh my God that is gonna be so hard.,Monica Geller,10,10,3,24
I know. Gooooood luck with it.,Chandler Bing,10,10,3,25
[Scene: Joey's apartment. Everybody except Monica and Chandler is there.],Scene Directions,10,10,4,0
I just can't see Chandler cheating!,Ross Geller,10,10,4,1
"I'm telling you guys, we followed them out to a house in Westchester, the went in for like forty-five minutes and then they came out looking pretty happy!",Rachel Green,10,10,4,2
"Chandler? Forty-five minutes? Well, something is not right. I just can't believe he would do this to Monica!",Joey Tribbiani,10,10,4,3
"I know, and with the baby coming?",Ross Geller,10,10,4,4
"So, should we tell her?",Phoebe Buffay,10,10,4,5
"I don't know. Phoebe, if one of us saw Mike with another woman would you want us to tell you?",Ross Geller,10,10,4,6
Why? Who'd you seen him with?,Phoebe Buffay,10,10,4,7
"No one, I'm just saying if...",Ross Geller,10,10,4,8
TELL ME WHAT YOU KNOW!,Phoebe Buffay,10,10,4,9
"I know nothing! Mike's a great guy, it was hypothetical!",Ross Geller,10,10,4,10
"All right. . He is a good guy. You're right, he wouldn't cheat.",Phoebe Buffay,10,10,4,11
"Believe me, if I did see with someone, there's no way I...",Ross Geller,10,10,4,12
WHO DID YOU SEE HIM WITH?,Phoebe Buffay,10,10,4,13
[Scene: Monica's apartment. Monica is cleaning with a vacuum and then she cleans it with a dust buster. The guys enter the room.],Scene Directions,10,10,5,0
"Oh, look at her, so happy!",Rachel Green,10,10,5,1
If only there were a smaller one to clean this one!,Monica Geller,10,10,5,2
"Hey, is uhm... is Chandler here?",Joey Tribbiani,10,10,5,3
"No, he's picking up dinner, why, what's up?",Monica Geller,10,10,5,4
"Well, look, whatever happens, we're here for you and we love you.",Phoebe Buffay,10,10,5,5
All right...,Monica Geller,10,10,5,6
We think Chandler might be having an affair.,Ross Geller,10,10,5,7
What?,Monica Geller,10,10,5,8
Phoebe and I saw Chandler with a blonde woman today outside on the street and then we followed them to a house in Westchester.,Rachel Green,10,10,5,9
They went in together. So sorry.,Phoebe Buffay,10,10,5,10
Oh my God! Oh my God that's awful! What did you think of the house?,Monica Geller,10,10,5,11
What?,Phoebe Buffay,10,10,5,12
"Monica, you understand what we are saying, right?",Joey Tribbiani,10,10,5,13
"Yeah, sure... uhm, I'm devastated, obviously... Did you think the neighborhood was homey?",Monica Geller,10,10,5,14
Hey!,Chandler Bing,10,10,5,15
You son of a bitch!,Joey Tribbiani,10,10,5,16
"Is it me, or have the greetings gone downhill around here?",Chandler Bing,10,10,5,17
Phoebe and Rachel saw you with Nancy today and... em... they think you're having an affair.,Monica Geller,10,10,5,18
Who's Nancy?,Rachel Green,10,10,5,19
What's going on?,Ross Geller,10,10,5,20
"Ok, alright, you guys, you'd better sit down, this is pretty big.",Monica Geller,10,10,5,21
Yeah I'm not having an affair. Nancy is our realtor.,Chandler Bing,10,10,5,22
I knew he couldn't be with a woman for 45 minutes!!,Joey Tribbiani,10,10,5,23
Why do you have a realtor?,Phoebe Buffay,10,10,5,24
"Uhm, she has been showing us houses outside of the city.",Monica Geller,10,10,5,25
What?,Joey Tribbiani,10,10,5,26
Are you serious?,Rachel Green,10,10,5,27
"When we found out that we're gonna get this baby, Chandler and I started talking and we decided that we didn't want to raise a kid in the city.",Monica Geller,10,10,5,28
So you're gonna move?,Phoebe Buffay,10,10,5,29
Oh my God.,Ross Geller,10,10,5,30
Shouldn't we all vote on stuff like this?!,Joey Tribbiani,10,10,5,31
"What is wrong with raising a kid in the city? I'm doing it, Ross is doing it, Sarah Jessica Parker is doing it!",Rachel Green,10,10,5,32
"And that's great for you guys, but we want a lawn and a swingset...",Monica Geller,10,10,5,33
...and a street where our kids can ride their bikes and maybe an ice-cream truck can go by.,Chandler Bing,10,10,5,34
So you wanna buy a house in the 50's?,Ross Geller,10,10,5,35
"Have you thought about what you would be giving up? You can't move out of the city, what if you want Chinese food at 5am? Or a fake Rolex that breaks as soon as it rains or an Asian hooker sent right to your door?",Phoebe Buffay,10,10,5,36
"You know what, if you wanna look for a house, that's okay.",Ross Geller,10,10,5,37
"No, no, it's not, don't listen to him! I'm gonna thump you!",Joey Tribbiani,10,10,5,38
"It's ok, because they have to get it out of their system, okay , but you're going to realize, this is the only place, you wanna be.",Ross Geller,10,10,5,39
"Actually, we already found a house we love.",Chandler Bing,10,10,5,40
What?,Ross Geller,10,10,5,41
"And about an hour ago, we made an offer.",Monica Geller,10,10,5,42
"Bet you wish I was having an affair now, huh? TIME LAPSE.",Chandler Bing,10,10,5,43
You put an offer on a house?,Ross Geller,10,10,5,44
It's so sweet. It really is. It has this big yard that leads down to this stream and then there's these old maple trees...,Monica Geller,10,10,5,45
"Wha..? Again with the nature, what are you? Beavers?",Phoebe Buffay,10,10,5,46
I know this is really hard and we're really sorry.,Chandler Bing,10,10,5,47
"Is this because I come over here without knocking and eat your food? Because I can stop doing that, I really, really think I can!",Joey Tribbiani,10,10,5,48
You know that's not the reason Joe.,Chandler Bing,10,10,5,49
"We think if you saw it, you'd understand. I mean you guys were there. It is beautiful, isn't it?",Monica Geller,10,10,5,50
Yeah it is.,Rachel Green,10,10,5,51
What the hell are you doin'?,Joey Tribbiani,10,10,5,52
"Well, it is, all right? When we were out there today, all I kept thinking was: I can't believe Chandler is screwing this woman, but MAN this would be a nice place to live!",Rachel Green,10,10,5,53
"Yeah, but so is this.",Phoebe Buffay,10,10,5,54
"Yeah, I mean, if you moved there, you have to leave here. I mean, how can you leave this place?",Ross Geller,10,10,5,55
"C'mon Daddy, listen to me! All of my life, everyone has always told me, 'You're a shoe! You're a shoe, you're a shoe, you're a shoe!'. And today I just stopped and I said, 'What if I don't wanna be a shoe? What if I wanna be a- a purse, y'know? Or a- or a hat! No, I don't want you to buy me a hat, I'm saying that I am a ha- It's a metaphor, Daddy!",Rachel Green,10,10,5,56
You can see where he'd have trouble.,Ross Geller,10,10,5,57
Well maybe I'll just stay here with Monica.,Rachel Green,10,10,5,58
"Well, I guess we've established who's staying here with Monica...",Monica Geller,10,10,5,59
"That money is mine, Green!",Ross Geller,10,10,5,60
"You're fly is open, Geller!",Rachel Green,10,10,5,61
"You guys, you know what I just realized? 'Joker' is 'poker' with a 'J.' Coincidence?",Phoebe Buffay,10,10,5,62
"Hey, that's...'joincidence' with a 'C'!",Chandler Bing,10,10,5,63
"Eww, look. Ugly Naked Guy lit a bunch of candles.",Phoebe Buffay,10,10,5,64
"Ow, that had to hurt!",Rachel Green,10,10,5,65
"Hey, it's your Thanksgiving too, y'know, instead of watching football, you could help.",Phoebe Buffay,10,10,5,66
We will.,The Guys,10,10,5,67
"Okay, Rachel, you wanna put the marshmallows in concentric circles.",Monica Geller,10,10,5,68
"No Mon, you want to put them in concentric circles. I want to do this.",Rachel Green,10,10,5,69
Every year.,Monica Geller,10,10,5,70
It's stuck!!!,Joey Tribbiani,10,10,5,71
Easy. Step. How did it get on?,Phoebe Buffay,10,10,5,72
I put it on to scare Chandler!,Joey Tribbiani,10,10,5,73
Oh my God! Monica's gonna totally freak out!,Phoebe Buffay,10,10,5,74
It smells really bad in here.,Joey Tribbiani,10,10,5,75
"Well, of course it smells really bad. You have your head inside a turkey's ass!",Phoebe Buffay,10,10,5,76
"Hey, did you get the turkey bast-Oh my God! Oh my God! Who is that?",Monica Geller,10,10,5,77
It's Joey.,Joey Tribbiani,10,10,5,78
"I got it! How about, if we win, they have to get rid of the rooster?",Monica Geller,10,10,5,79
Oooohh that's interesting.,Rachel Green,10,10,5,80
"If you win, we give up the birds.",Chandler Bing,10,10,5,81
Dah!!,Joey Tribbiani,10,10,5,82
"But if we win, we get your apartment.",Chandler Bing,10,10,5,83
Oooooh!,Joey Tribbiani,10,10,5,84
Deal! TIME LAPSE.,Monica Geller,10,10,5,85
What was Monica's nickname when she was a field hockey goalie?,Ross Geller,10,10,5,86
Big fat goalie.,Joey Tribbiani,10,10,5,87
Correct. Rachel claims this is her favorite movie...,Ross Geller,10,10,5,88
Dangerous Liaisons.,Chandler Bing,10,10,5,89
Correct. Her actual favorite movie is...,Ross Geller,10,10,5,90
